,hotel,star,review,date,date
3798,더 리버사이드 호텔,5,다좋았어요,2021. 12. 30,2021. 12. 30
3799,더 리버사이드 호텔,1,"크리스마스 17만8천원 주고
예약했는데 우리동네 5만원짜리
모텔보다 꼴았습니다.
퇴실이 12신데 주차가 10시까지고
이후 십분당 2천원은 뭔지 참
탁상은 먼지가 수북하고
의자는 1개 테이블도 없어서
안에서 둘이서는 아무것도 못먹고
화장실도 엄청좁고 티비는 유선밖에 없는데
계속 끊기고 안나오고 창문은 닫혀있는데
찬바람이 술술 나오고
돈버렸습니다. 여기는뷔페만 이용하고
절대 숙박은 하지마세요.더보기",2021. 12. 26,2021. 12. 26
3800,더 리버사이드 호텔,4,잘 묵고 갔어요~♡,2021. 12. 24,2021. 12. 24
3801,더 리버사이드 호텔,5,약간 노후됐지만 그럭저럭 괜찮아요~,2021. 12. 21,2021. 12. 21
3802,더 리버사이드 호텔,5,갑자기 일이생겨 숙박하지 멋해 아쉽다.ㅠ,2021. 12. 19,2021. 12. 19
3803,더 리버사이드 호텔,5,교통이 편리하네요,2021. 12. 18,2021. 12. 18
3804,더 리버사이드 호텔,3,뷰는 나쁘지않은데 방음도 잘안되고 복도 소리가 너무나도 잘들렸습니다,2021. 12. 15,2021. 12. 15
3805,더 리버사이드 호텔,5,"다른 리뷰에는 청결하지 않다는등 말이 많던데
복불복 인가봐요 저는 4박했는데 객실 청소도 잘 해주시고
깔끔하게 신속하게 잘 해주셨어요 욕조에서 샤워를 해야 했는데 물이 쑥쑥 안빠지는거 딱 하나 단점이였지만 만족합니다. 신사역이나 가로수길과 가까워서 접근성도 좋은거 같고요 저는 만족합니다.",2021. 12. 15,2021. 12. 15
3806,더 리버사이드 호텔,4,괜찮게 놀다가요,2021. 12. 14,2021. 12. 14
3807,더 리버사이드 호텔,1,최악입니다 너무너무 심각하게 더럽습니다.,2021. 12. 12,2021. 12. 12
3808,더 리버사이드 호텔,1,진짜 살다살다 이런곳은 처음이네요 솔직히 싼맛에 그냥저냥 하겠지 기대조차 안하고 왔는데 이건 뭐 싸구려 여관방도 아니고 실홥니까? 책상과 침대는 다리 하나가 다 나가서 삐그덕 거리고 콘센트 두개 있는거 전부 안되고 샤워기도 허름하고 방음도 하나도 안되서 옆방 웃는소리까지 나더랍니다 그리고 티비 화질 진짜 실홥니까? 스마트티비는 바라지도 않습니다. 아니 뭐 아낄걸 아껴야지 이건 뭐 요즘 모텔 수준만도 못하네요 이게 7만원대 방 맞습니까? 아무리 3성급이라해도 그렇지 이건 진짜 아니네요. 다시는 오고싶지도 않구요 차라리 모텔을 가면 갔지 쯧 최악의 경험을 해보고싶다면 추천드립니다.더보기,2021. 12. 11,2021. 12. 11
3809,더 리버사이드 호텔,5,주말에 예식장 하객들때문에 조금 붐비는거빼고는 좋아요,2021. 12. 09,2021. 12. 09
3810,더 리버사이드 호텔,5,최고에요!! :),2021. 12. 01,2021. 12. 01
3811,더 리버사이드 호텔,3,"주말에는 의무적으로 발렛을 해야해요~
체크아웃은 12시 지만 주차는 10시까지만 무료적용이에요. (10분에 2,000원)
어메니티확인을 잘 해주셔야 할거같아요 ㅠㅠ 쓰던게 있었어요... 
다른거는 만족 합니다 
가성비 ㄱㅊㄱㅊ더보기",2021. 11. 27,2021. 11. 27
3812,더 리버사이드 호텔,5,너무 좋습니다.,2021. 11. 17,2021. 11. 17
3813,더 리버사이드 호텔,5,낮 기온 20도였는데 동절기에 들어가서 에어컨 가동이 안 된다고 하더라구요 창문도 오픈되지 않는 창문이라 땀 뻘뻘 흘렸어요ㅠ화장실에 물때나 냄새가 조금 별로였지만 가격 생각하면 적당하다고 생각합니다,2021. 11. 16,2021. 11. 16
3814,더 리버사이드 호텔,5,ㅎㅎㅎㅎㅎ,2021. 11. 07,2021. 11. 07
3815,더 리버사이드 호텔,4,잘있다갑니다,2021. 11. 06,2021. 11. 06
3816,더 리버사이드 호텔,5,물 리필했는데 직원 분이 아주 고급스럽고 상냥한 말투로 지급해주셨습니다 방 크고 뷰도 좋았어요 굿,2021. 11. 01,2021. 11. 01
3817,더 리버사이드 호텔,5,잘쉬다갑니다,2021. 11. 01,2021. 11. 01
3818,더 리버사이드 호텔,5,"저렴하게 잘 이용했어요~~
주차 편해요^^",2021. 11. 01,2021. 11. 01
3819,더 리버사이드 호텔,3,방이 꽤 커서 잘쉬다가요,2021. 10. 29,2021. 10. 29
3820,더 리버사이드 호텔,5,좋와오ㅡ^^,2021. 10. 28,2021. 10. 28
3821,더 리버사이드 호텔,5,좋아요 아주,2021. 10. 27,2021. 10. 27
3822,더 리버사이드 호텔,1,ㄴㄴㄴㄴㄴㄴㄴㄴ,2021. 10. 26,2021. 10. 26
3823,더 리버사이드 호텔,5,항상좋어용,2021. 10. 23,2021. 10. 23
3824,더 리버사이드 호텔,5,그냥 직장 근처라 자주 이용 하는곳이에요 가격대비 좋아요,2021. 10. 23,2021. 10. 23
3825,더 리버사이드 호텔,5,침대가 크고 좋았어요,2021. 10. 18,2021. 10. 18
3826,더 리버사이드 호텔,5,여기 짱입니다 강추 ㅎㅎ,2021. 10. 16,2021. 10. 16
3827,더 리버사이드 호텔,5,너무조아요,2021. 10. 16,2021. 10. 16
3828,더 리버사이드 호텔,5,너무 질 이용하다가 갑니다!,2021. 10. 12,2021. 10. 12
3829,더 리버사이드 호텔,5,잘 지내다왔습니다,2021. 10. 12,2021. 10. 12
3830,더 리버사이드 호텔,4,뷰가 좋아용,2021. 10. 11,2021. 10. 11
3831,더 리버사이드 호텔,3,나름 괜찮았지만 변기 물내리는거랑 티비 좀 바꾸세요,2021. 10. 02,2021. 10. 02
3832,더 리버사이드 호텔,4,잘 묵었습니다,2021. 09. 26,2021. 09. 26
3833,더 리버사이드 호텔,5,편리한 교통 깨끗하고 안전한 숙박,2021. 09. 23,2021. 09. 23
3834,더 리버사이드 호텔,5,가성비는 좋와요,2021. 09. 23,2021. 09. 23
3835,더 리버사이드 호텔,4,ㅎㅎㅎㅎㅎㅎㅎㅎㅎ,2021. 08. 31,2021. 08. 31
3836,더 리버사이드 호텔,4,재방문의사,2021. 08. 30,2021. 08. 30
3837,더 리버사이드 호텔,5,ㄱㅅㄱㅅㄱㅅ,2021. 08. 28,2021. 08. 28
3838,더 리버사이드 호텔,1,자주가는곳입니다,2021. 08. 23,2021. 08. 23
3839,더 리버사이드 호텔,5,편안한 휴식시간 강추,2021. 08. 23,2021. 08. 23
3840,더 리버사이드 호텔,5,한강뷰 없는 큰방을 줘서 놀랬음,2021. 08. 19,2021. 08. 19
3841,더 리버사이드 호텔,1,"가지마세요!! 후기가 별로인 곳은 다 이유가 있더라구요!! 제발 가지마요ㅜㅜㅜ
진짜 싼 값에 아무대서 자고싶은 분들만 가세요
그럼 인정",2021. 08. 18,2021. 08. 18
3842,더 리버사이드 호텔,3,호텔치고는 너무 청결상태가 별로였어요. 층 전체에 이상한 냄새가 나서 방을 바꿨더니 거기는 괜찮았고... 방음이 너무 안돼서 옆방 통화소리가 밤새 나는 바람에 좀 힘들었네요ㅜㅜ 뷔페는 맛있어요,2021. 08. 13,2021. 08. 13
3843,더 리버사이드 호텔,1,"3번째 이용입니다
다른건 필요없이 가성비 면에서 예약하고 잤구여
가장 안조은건 프론트 직원들이에요 죄송합니다가 먼저가 아니고 본인 말이 앞섭니다
저렴하게 객실을 팔아서 그런듯여 손님들도 질떨어지는 사람인듯 대하는태도...
그호텔이라는 상호에 맞게 아무리 저렴해도 돈주고 가는곳입니다 친절이 우선이라생각합니다 더 할만 많지만 2번 참고 3번째 이용때 처음으로 적어봅니다더보기",2021. 08. 11,2021. 08. 11
3844,더 리버사이드 호텔,1,절대 추천하지 않아요 너무 더러워요. 방은 너무 춥고… 스시를 사와서 뜯는 도중 바닥에 떨어뜨렸는데 그 밥에 머리카락들이 왕창 묻어져서 구역질이 났어요. 오죽했으면 씻지도 않고 나왓어요,2021. 08. 09,2021. 08. 09
3845,더 리버사이드 호텔,1,미리 전화해서 시티뷰로 배정해달라했는데 창문은 엄청 뿌얗고 아래 천으로 둘싸여 뭘보라는지;; 방도 엄청구리고 뷔페도 개별로;; 담에올땐 좋은방해준다는데 아 절대 안가고싶음.. 돈아까움,2021. 08. 02,2021. 08. 02
3846,더 리버사이드 호텔,3,역이랑 가까워요,2021. 08. 01,2021. 08. 01
3847,더 리버사이드 호텔,1,아 진짜 욕 참습니다. 침 뱉을 뻔 했습니다,2021. 07. 30,2021. 07. 30
3848,더 리버사이드 호텔,5,호텔이 오래되긴 했ㅈㅣ만 호텔은 호텔이죠,2021. 07. 23,2021. 07. 23
3849,더 리버사이드 호텔,1,안좋아요화장실이특히지저분해요너무노후됐어요리모델링공사시급할듯,2021. 07. 21,2021. 07. 21
3850,더 리버사이드 호텔,4,가격대비 괜찮은 숙소이지만 조금 노후화되어 있긴함,2021. 07. 21,2021. 07. 21
3851,더 리버사이드 호텔,2,동 가격대 모텔이나 호텔이 훨씬 좋아요 먼지 많고 가구가 많이 낡았어요 다른 숙소 추천드려요,2021. 07. 16,2021. 07. 16
3852,더 리버사이드 호텔,5,뷰가 조아요 끁,2021. 07. 16,2021. 07. 16
3853,더 리버사이드 호텔,1,비추에요 발렛강제 ㅋ,2021. 07. 16,2021. 07. 16
3854,더 리버사이드 호텔,5,좋았습니다,2021. 07. 14,2021. 07. 14
3855,더 리버사이드 호텔,5,쾌적한 환경,2021. 07. 12,2021. 07. 12
3856,더 리버사이드 호텔,3,방은 낡았어요,2021. 07. 11,2021. 07. 11
3857,더 리버사이드 호텔,5,시설이 노후되긴했지만 침구가 넘좋아요^^잘쉬다갑니다~~~~,2021. 07. 08,2021. 07. 08
3858,더 리버사이드 호텔,5,가성비 문안하고 줒다하기편해요^^,2021. 07. 07,2021. 07. 07
3859,더 리버사이드 호텔,5,좋았습니다,2021. 07. 05,2021. 07. 05
3860,더 리버사이드 호텔,4,가격대비 훌륭함,2021. 07. 05,2021. 07. 05
3861,더 리버사이드 호텔,1,"위치가 괜찮고 신사동 치고 저렴한 가격대. 그리고 1층에 더가든치킨 이용객 입장에서는 나쁘지 않은 선택일수도. 
하지만 청소상태가 매우 더럽고 시설이 90년대시설 수준입니다. 불친절함은 이루말할것이없어요",2021. 07. 05,2021. 07. 05
3862,더 리버사이드 호텔,3,가성비 좋게 다녀왔습니다.,2021. 07. 04,2021. 07. 04
3863,더 리버사이드 호텔,3,야경좋고 이뻐요,2021. 07. 01,2021. 07. 01
3864,더 리버사이드 호텔,5,편리한 교통 접근성,2021. 06. 24,2021. 06. 24
3865,더 리버사이드 호텔,5,편히 잘 쉬었네요,2021. 06. 20,2021. 06. 20
3866,더 리버사이드 호텔,4,"더가든키친이 바로 밑이라는 점, 객실에 나름 클래식한 멋이 있다는 점, 공기청정기가 빵빵하다는 점 제외하면...특히 청소상태가 굉장히 안 좋았습니다. 여기저기 이전 투숙객의 체모가 왜 이리도 많은지...ㅎㅎㅎ....",2021. 06. 17,2021. 06. 17
3867,더 리버사이드 호텔,5,매우좋아요,2021. 06. 10,2021. 06. 10
3868,더 리버사이드 호텔,5,오래되었지만 생각보다 깔끔했어요,2021. 06. 10,2021. 06. 10
3869,더 리버사이드 호텔,5,매트 포근해서 좋아요,2021. 06. 10,2021. 06. 10
3870,더 리버사이드 호텔,4,잘 쉬다갑니다,2021. 06. 08,2021. 06. 08
3871,더 리버사이드 호텔,4,잘자고갑니댜,2021. 06. 07,2021. 06. 07
3872,더 리버사이드 호텔,5,가성비 괜찮네요,2021. 06. 06,2021. 06. 06
3873,더 리버사이드 호텔,4,침대매트가 폭식해서 잠이 잘와요^^,2021. 06. 04,2021. 06. 04
3874,더 리버사이드 호텔,1,"호텔인가? 싶음..
—————단점—————
1.잠금장치가 잘 안됨, 문이 잘 안닫힘
2.샤워기 필터 샤워기인데 필터가 없음
3.화장실 전등이 하나가 비어있음
4.수건색이 걸레색깔임
5.보이는곳만 청소되어있는건 알겠는데 최소한 침대 프레임은 깨끗해야하는거 아닐까...
6.욕실 가운에 무슨 숫자표가 붙어있음 36번 세탁물 이였나봄 
7. 에어콘 소리가 너무 시끄러움 같이 묵은 친구가 무슨소리냐고 황당해함. 저는 민감한 편이 아니라 괜찮은데 잠 잘 못드는 사람은 듣고 못주무실거 같네요.

[낡은거야 이해하는데 전등이나 필터, 수건상태, 청소상태는 이해가 안가네요.]

————장점————-
1.로비는 멀쩡한편
2.수압이 쎔
3.공기청정기가 있음더보기",2021. 06. 04,2021. 06. 04
3875,더 리버사이드 호텔,2,구려요 더럽고,2021. 06. 03,2021. 06. 03
3876,더 리버사이드 호텔,4,건물인테리어랑 훌륭하나 내부가 아쉬움,2021. 06. 01,2021. 06. 01
3877,더 리버사이드 호텔,5,밥 먹기 좋아요,2021. 05. 31,2021. 05. 31
3878,더 리버사이드 호텔,5,숙박하기 좋습니다,2021. 05. 31,2021. 05. 31
3879,더 리버사이드 호텔,3,방음이 안돼요 ㅎㅎㅎㅎ,2021. 05. 28,2021. 05. 28
3880,더 리버사이드 호텔,5,괜찮았어요,2021. 05. 27,2021. 05. 27
3881,더 리버사이드 호텔,5,잘쉬다 갑니다 ㅎㅎ,2021. 05. 27,2021. 05. 27
3882,더 리버사이드 호텔,5,너무 쾌적하고 좋습니다,2021. 05. 26,2021. 05. 26
3883,더 리버사이드 호텔,5,"항상 방문하는곳. 시설은 조금 노후되었지만, 화장실 수압도 좋고 무엇보다 침대가 엄청 포근하고 쿠션감이 좋습니다. 가성비 강추 호텔입니다.",2021. 05. 24,2021. 05. 24
3884,더 리버사이드 호텔,4,접근성이살짝아쉬움 어매니티가없엇어여,2021. 05. 22,2021. 05. 22
3885,더 리버사이드 호텔,3,"◆ 개인정보동의 :
https://mclaim.hi.co.kr/KH4YOVW

◆ 보상절차안내 :
https://mclaim.hi.co.kr/1EON5GQ

◆ 사고사진등록 :
https://mclaim.hi.co.kr/69WFH36

◆ 담당자조회 :
https://mclaim.hi.co.kr/OL078Y3

◆ 보상처리진행조회 :
https://mclaim.hi.co.kr/DW7C2YF

◆ 진료비지급보증팩스신청 :
 

◆ 서류발행 :
https://mclaim.hi.co.kr/4Y1P4LM

◆ 간접손해보험금안내 :
https://mclaim.hi.co.kr/9BB4URZ

◆ 과실비율 참고자료
손해보험협회 홈페이지 또는 과실비율 인정기준 APP을 통해서 확인가능합니다.

▣ 업무시간(09시~18시)외, 토/일요일, 휴일의 경우 보상담당자와 전화 연결이 어려울 수 있으므로 이점 양해 부탁드립니다.

▣ 홈페이지접속안내
https://m.hi.co.kr더보기",2021. 05. 22,2021. 05. 22
3886,더 리버사이드 호텔,5,좋았어용ㅋㅋ,2021. 05. 17,2021. 05. 17
3887,더 리버사이드 호텔,1,"웨딩홀과 뷔페가 메인인 호텔로 기본적으로 객실은 엄청 낡고 관리가 안된 느낌입니다.
수건에 곰팡이 슬어있고 천정에 물떨어지고 화장실 샤워기는 필터없는 필터샤워기..
욕조 및 세면대에 누구의 것인지 알 수 없는 머리카락은 서비스.
웨딩홀 인파가 엄청 많은 반면 100프로 기계식 주차라 굉장히 혼잡하고 발렛비 4천원 받습니다.웨딩시간엔 사람이 많아 엘리베이터 줄서서 타야하고, 가로수길과 길하나 건너 차이지만 실제 가려면 횡단보도 사이가 멀어 도보이동시간이 꽤 됩니다.
가로수길 방문 목적이라면 역삼이나 선릉쪽에 신축 모텔이나 호텔 숙박하고 택시로 이동하는게 정신적으로나 비용적으로, 시간적으로 합리적이라 판단됩니다.더보기",2021. 05. 16,2021. 05. 16
3888,더 리버사이드 호텔,3,딱 값어치 해여,2021. 05. 15,2021. 05. 15
3889,더 리버사이드 호텔,3,뷰 좋았지만 머리카락 뭉치로 두번 발견..카페트라서 공기청정기는 있어도 트니까 먼지 날러서 눈 코 몸 간지러움.. 무지 더운날이었는데 에어컨에 박쥐처럼 시커먼 먼지가 반을 덮고있었음 어차피 예상 어느정도 했었고 뷰만 보기 위해서 갔지만 청결좀 신경 써주세요 하우스 키퍼들 열심히  일 하시던데 왜 그런거졍 ㅡㅡ,2021. 05. 15,2021. 05. 15
3890,더 리버사이드 호텔,5,ㄱㄴㄷㅂㅅㅈㅇㅈㄷㄴㅅㅂㄱㄴ,2021. 05. 15,2021. 05. 15
3891,더 리버사이드 호텔,5,생각보다 깨끗하게 편한시간 이었습니다,2021. 05. 14,2021. 05. 14
3892,더 리버사이드 호텔,3,후기가 반반이라 반신반의하며 갔는데 그래도 침대도 크고 좋았어요~,2021. 05. 12,2021. 05. 12
3893,더 리버사이드 호텔,5,연식은 피할 수 없지만 그래도 좋아요,2021. 05. 12,2021. 05. 12
3894,더 리버사이드 호텔,2,"수건 너무 낡았고 충전기 위치도 불편하고 위치는 좋은데
호텔같지 않았음..",2021. 05. 11,2021. 05. 11
3895,더 리버사이드 호텔,2,모기 존나 나옴,2021. 05. 11,2021. 05. 11
3896,더 리버사이드 호텔,4,"형   부쳐줘여
국민은행
43842 입니다",2021. 05. 10,2021. 05. 10
3897,더 리버사이드 호텔,5,깔끔하고 침대 넓어서 너무 좋았어요  어메니티도 맘에들었습니다,2021. 05. 06,2021. 05. 06
3898,더 리버사이드 호텔,5,좋아요-!!!!!!!!!!’,2021. 05. 05,2021. 05. 05
3899,더 리버사이드 호텔,4,적당한가격 적당한 뷰  적당한 위치,2021. 05. 04,2021. 05. 04
3900,더 리버사이드 호텔,5,청결하고 깔끔했어요,2021. 05. 04,2021. 05. 04
3901,더 리버사이드 호텔,5,깔끔하고 만족스러웠습니다.,2021. 05. 04,2021. 05. 04
3902,더 리버사이드 호텔,5,매우좋아요,2021. 05. 02,2021. 05. 02
3903,더 리버사이드 호텔,5,매우좋아요,2021. 05. 02,2021. 05. 02
3904,더 리버사이드 호텔,5,굿입니다요,2021. 05. 02,2021. 05. 02
3905,더 리버사이드 호텔,5,잘~ 놀다갑니다,2021. 04. 29,2021. 04. 29
3906,더 리버사이드 호텔,5,발렛을 강제로 받으니 그렇네요,2021. 04. 27,2021. 04. 27
3907,더 리버사이드 호텔,5,매우좋아요,2021. 04. 25,2021. 04. 25
3908,더 리버사이드 호텔,5,매우좋아요,2021. 04. 25,2021. 04. 25
3909,더 리버사이드 호텔,5,매우좋아요,2021. 04. 22,2021. 04. 22
3910,더 리버사이드 호텔,5,매우좋아요,2021. 04. 21,2021. 04. 21
3911,더 리버사이드 호텔,5,매우좋아요,2021. 04. 21,2021. 04. 21
3912,더 리버사이드 호텔,5,어아아아아앙,2021. 04. 20,2021. 04. 20
3913,더 리버사이드 호텔,3,딱 가격 정도,2021. 04. 17,2021. 04. 17
3914,더 리버사이드 호텔,1,시설노후 그리고 깨끗하지 못한 샤워시설,2021. 04. 16,2021. 04. 16
3915,더 리버사이드 호텔,5,ㅇㅇㅇㅇㅇ,2021. 04. 14,2021. 04. 14
3916,더 리버사이드 호텔,5,ㅇㅇㅇㅇㅇ,2021. 04. 14,2021. 04. 14
3917,더 리버사이드 호텔,3,"읔...별로에요 
체크아웃 후에 잠깐 1시간 캐리어보관 대냐닌깐 안된다 해노코 다른 직원 된다고 하고 대체적으로 직원들교육아 필요한듯",2021. 04. 13,2021. 04. 13
3918,더 리버사이드 호텔,5,굿입니다 요,2021. 04. 10,2021. 04. 10
3919,더 리버사이드 호텔,4,만족스러워요,2021. 04. 10,2021. 04. 10
3920,더 리버사이드 호텔,5,침대가 넓어서 좋아요,2021. 04. 10,2021. 04. 10
3921,더 리버사이드 호텔,5,아주좋았습니다,2021. 04. 05,2021. 04. 05
3922,더 리버사이드 호텔,5,잘  이용했습니다.,2021. 04. 04,2021. 04. 04
3923,더 리버사이드 호텔,1,"근처에 스케줄이 있어 이틀 숙박했습니다.
장점은 교통 및 접근성 뿐입니다.
단점은 다음과 같습니다.
1. 방이 작고 시설이 노후화 됨
 방이나 욕실 크기가 매우 작은것은 차치하고도 티비 및 욕실 등 시설이 너무 노후화 되어 불편했습니다.
2. 프론트 직원이 혹시 무슨 안좋은 일이 있으셨나 싶을 정도로 불친절했습니다.
3. 방음이 안되는데 취객들이 새벽까지 복도를 돌아다닙니다. 주말에는 근처 클럽이나 나이트 취객들이 지속적으로 들어오는 것 같습니다. 몇번이나 잠을 깼네요.
4. 주차는 100% 발렛이며 발렛비는 4,000원 입니다. 비용은 그렇다 치고 예식장을 운영하는 호텔이다 보니 주말 숙박일 경우 체크아웃 후 출차시 예식장 방문객들과 시간대가 겹쳐 대기시간이 매우 길어져 불편했습니다.

결론적으로 호캉스는 어불성설이고 일반적인 숙박 목적으로도 다시 방문할 이유는 없을 것 같습니다.더보기",2021. 04. 04,2021. 04. 04
3924,더 리버사이드 호텔,1,"방음 완전안됨..
자려고하는데 옆방 말소리 티비소리 코고는소리까지 다들림..
주차장 불편..",2021. 04. 04,2021. 04. 04
3925,더 리버사이드 호텔,4,데스크 보시는 단발머리 여성분 너무 불친절해요 11시쯤 보시는분,2021. 03. 31,2021. 03. 31
3926,더 리버사이드 호텔,1,청결상태가 너무안좋음,2021. 03. 29,2021. 03. 29
3927,더 리버사이드 호텔,5,좋았습니다,2021. 03. 28,2021. 03. 28
3928,더 리버사이드 호텔,4,주차가쫌그래요,2021. 03. 28,2021. 03. 28
3929,더 리버사이드 호텔,5,조아용요요용,2021. 03. 26,2021. 03. 26
3930,더 리버사이드 호텔,5,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,2021. 03. 21,2021. 03. 21
3931,더 리버사이드 호텔,1,동네 여인숙 보다 못하내요,2021. 03. 20,2021. 03. 20
3932,더 리버사이드 호텔,5,"가로수길과 가까운 위치와 깔끔한 숙소 내부는 좋았으나
업무차 들려 매번 주차를 할때마다 발렛비를 내는건 아쉬웠네요. 호텔 주차장이 따로 있었으면 좋겠어요.",2021. 03. 20,2021. 03. 20
3933,더 리버사이드 호텔,5,연박으로 생활했는데 흡연실이 따로 마련되어있다면 좋을 것 같았습니다,2021. 03. 19,2021. 03. 19
3934,더 리버사이드 호텔,3,침구류나 욕실은 깨끗했으나! 오래된 시설의 보수나 마감이 미흡한 편!,2021. 03. 18,2021. 03. 18
3935,더 리버사이드 호텔,1,"수건 두개밖에 없어서 남자 나이많은 직원분께 말했다가 완전 무안 당했네요
원래 수건은 두개래요^^ 그럼 둘이 밤에 씻으면 아침엔 못씻나요? 두개 더 달ㄹㅏ해도 계속 우기고 원래 두갠데 뭔소리냐며 무안주고 코웃음까지 손님을 아주 발아래로 보더군요 서비스 진짜 개별로에요",2021. 03. 18,2021. 03. 18
3936,더 리버사이드 호텔,2,"두번은안올꺼같아요
이가격에호텔인데...
발렛도토요일은돈을무조건지불해야되고
여기는좋은모텔보다못한곳인거같아요
먼지도많고 전체적으로 방이 오래된거같아요더보기",2021. 03. 16,2021. 03. 16
3937,더 리버사이드 호텔,5,좋아요요요요용,2021. 03. 16,2021. 03. 16
3938,더 리버사이드 호텔,5,화장실 슬리퍼 없어서 당황했네요ㅠㅠ 호텔이라긴 ....쫌ㅠ지하철역이 가까이 있어서 저처럼 출장길에 잠만 자구가기는 가격면이나 최고인듯요ㅎㅎ,2021. 03. 13,2021. 03. 13
3939,더 리버사이드 호텔,5,엄청좋아요,2021. 03. 12,2021. 03. 12
3940,더 리버사이드 호텔,5,"방도 생각보다 넓고 시설 및 어메니티도 잘되어있고 
탁트인 시티뷰가 인상적이었습닏ㅏ",2021. 03. 11,2021. 03. 11
3941,더 리버사이드 호텔,5,굿굿굿굿3,2021. 03. 09,2021. 03. 09
3942,더 리버사이드 호텔,3,ㅎㅎㅎㅎㅎㅎ,2021. 03. 09,2021. 03. 09
3943,더 리버사이드 호텔,3,한강뷰가 좋았어요!,2021. 03. 07,2021. 03. 07
3944,더 리버사이드 호텔,4,좋았습니다,2021. 03. 05,2021. 03. 05
3945,더 리버사이드 호텔,4,레이트체크아웃좋아요,2021. 03. 04,2021. 03. 04
3946,더 리버사이드 호텔,3,넘...ㅠㅠ,2021. 03. 03,2021. 03. 03
3947,더 리버사이드 호텔,5,좋아요 ㅎㅎ,2021. 03. 01,2021. 03. 01
3948,더 리버사이드 호텔,4,접근성이좋은거말곤 위생상태나 컨디션은별로였어요,2021. 02. 28,2021. 02. 28
3949,더 리버사이드 호텔,4,만족합니다,2021. 02. 27,2021. 02. 27
3950,더 리버사이드 호텔,3,침대는 편하지만 시설이 좋진않아요! 저렴하고 빠른입실시간때문에 갑니다,2021. 02. 22,2021. 02. 22
3951,더 리버사이드 호텔,3,잘쉬다갑니다,2021. 02. 21,2021. 02. 21
3952,더 리버사이드 호텔,1,"화장실냄새. 강은 보이는 객실과 안보이는 객실이 있는듯.
침대는 커서 좋아요. 작은 방",2021. 02. 21,2021. 02. 21
3953,더 리버사이드 호텔,4,"좋았던건  가격&한강 조망..
그러나 히터 작동을 잘못해서 정말 너무 추웠다는거~
방음이 전혀 안되서 옆방에서 말하는 소리가 옆에서 
들리는줄알았어요..방안이 너무 어두워요...
그래도 가격 위치 생각하신다면 좋아요~~~~더보기",2021. 02. 20,2021. 02. 20
3954,더 리버사이드 호텔,4,괜찮은데 .,2021. 02. 19,2021. 02. 19
3955,더 리버사이드 호텔,4,괜찮아요 그냥뭐.,2021. 02. 19,2021. 02. 19
3956,더 리버사이드 호텔,5,친절해요오,2021. 02. 18,2021. 02. 18
3957,더 리버사이드 호텔,3,프론트 불친절해요.,2021. 02. 14,2021. 02. 14
3958,더 리버사이드 호텔,4,프론트 불친절하네요. 그외는 싸고 좋아요. 화장실은 조금 노후됐습니다,2021. 02. 14,2021. 02. 14
3959,더 리버사이드 호텔,3,"슬리퍼 한짝만 놓여져 있어서 당황
새벽엔 벨튀범 ....",2021. 02. 14,2021. 02. 14
3960,더 리버사이드 호텔,3,"배달 시키면 로비 가서 받아와야 해서 너무 불편했고 방음이 잘 안되서 너무 시끄러웠습니다.
더블베드 침대도 싱글 2개 붙여 놓은거라 가운데가 푹 꺼지더라구요 불만족스러웠습니다.",2021. 02. 14,2021. 02. 14
3961,더 리버사이드 호텔,5,너무 ..춥고 씨티뷰라고 해서 갔더니 ㅠㅠ건물에 가려서 씨티는 안보이는..침대가 진짜 개편해요 마약..,2021. 02. 13,2021. 02. 13
3962,더 리버사이드 호텔,5,깨끗하고 좋았어요,2021. 02. 12,2021. 02. 12
3963,더 리버사이드 호텔,4,너무좋아요,2021. 02. 12,2021. 02. 12
3964,더 리버사이드 호텔,3,너무 오래되고 추워요,2021. 02. 08,2021. 02. 08
3965,더 리버사이드 호텔,1,"방음이 안되서 옆방 대화소리 진짜 다들렸어요..
뷰도 좋고 깔끔한 숙소지만 이건 진짜 큰문제같아서 올립니다 복도소리 다들리고 새벽까지 옆방소리때문에 한숨도 못자고 갔어요 싸우는 소리도 아니고 작은 대화소리였는데 다들리고 한방 쓰는줄 알았네요",2021. 02. 07,2021. 02. 07
3966,더 리버사이드 호텔,1,"후기에 청결 얘기가 많길래 걱정하면서 싼게 싼거지 하고 갔는데 모텔보다 못해요 아니 처음에 룸 배정받고 갔는데 쓰레기통에 쓰레기있어서 룸체인지 했는데 잠 다자고 치운다고 룸 옆에 봤는데 남이 쓰던 콘돔,,;; 진짜 웬만하면 다른데 가세요",2021. 02. 05,2021. 02. 05
3967,더 리버사이드 호텔,5,가격맘에들어요^^,2021. 02. 04,2021. 02. 04
3968,더 리버사이드 호텔,5,베리 나이스,2021. 02. 02,2021. 02. 02
3969,더 리버사이드 호텔,3,숙면했어요~,2021. 02. 02,2021. 02. 02
3970,더 리버사이드 호텔,5,좋았어요!,2021. 02. 02,2021. 02. 02
3971,더 리버사이드 호텔,5,역시 리버사이드 호텔,2021. 02. 01,2021. 02. 01
3972,더 리버사이드 호텔,1,카페트가 매우 청결하지 못 합니다 화장실도 모텔보다 못 합니다,2021. 01. 30,2021. 01. 30
